Dataset name,Directed,First split,Num nodes,Num edges,Real average degree,Average degree,Edge cut,Average clustering,Density,Num CC,BCC num nodes,BCC num edges,BCC average path length,BCC diameter,BCC radius,BCC node connectivity,BCC edge connectivity,BCC num greedy modularity communities,Modularity greedy modularity communities,Coverage greedy modularity communities,Execution time,Type split
ogbn-products,False,no-split,5000,166,38.4726,0.0664,192031,0.0006,1.3282656531306262e-05,4835,5,4,1.6,2,1,1,1,1,0.0,1.0,0.43918681144714355,50 ordered iterations
ogbn-products,False,no-split,5000,125,37.1942,0.05,185721,0.0018,1.0002000400080016e-05,4879,5,4,1.8,3,2,1,1,2,0.21875,0.75,0.4226522445678711,50 ordered iterations
ogbn-products,False,no-split,5000,147,38.7878,0.0588,193645,0.0009333333333333332,1.1762352470494098e-05,4855,4,4,1.3333333333333333,2,1,1,1,2,0.0,0.5,0.44147324562072754,50 ordered iterations
ogbn-products,False,no-split,5000,164,39.0978,0.0656,195161,0.0010866666666666668,1.3122624524904982e-05,4840,14,16,2.4725274725274726,4,2,1,1,3,0.3984375,0.75,0.5168056488037109,50 ordered iterations
ogbn-products,False,no-split,5000,172,40.4374,0.0688,201843,0.0010666666666666665,1.3762752550510103e-05,4830,9,8,2.0555555555555554,3,2,1,1,2,0.3046875,0.875,0.485339879989624,50 ordered iterations
ogbn-products,False,no-split,5000,147,37.9806,0.0588,189609,0.0004666666666666667,1.1762352470494098e-05,4854,4,3,1.5,2,1,1,1,1,0.0,1.0,0.43666982650756836,50 ordered iterations
ogbn-products,False,no-split,5000,160,39.106,0.064,195210,0.00238,1.280256051210242e-05,4845,14,15,3.087912087912088,6,3,1,1,3,0.5177777777777778,0.8666666666666667,0.4888279438018799,50 ordered iterations
ogbn-products,False,no-split,5000,157,38.4624,0.0628,191998,0.0028666666666666667,1.25625125025005e-05,4848,6,5,1.6666666666666667,2,1,1,1,1,0.0,1.0,0.46570515632629395,50 ordered iterations
ogbn-products,False,no-split,5000,136,37.49,0.0544,187178,0.0021333333333333334,1.0882176435287057e-05,4868,5,4,1.8,3,2,1,1,2,0.21875,0.75,0.43805575370788574,50 ordered iterations
ogbn-products,False,no-split,5000,180,38.1364,0.072,190322,0.0003,1.4402880576115223e-05,4822,18,17,2.8366013071895426,6,3,1,1,4,0.4740484429065744,0.8235294117647058,0.518240213394165,50 ordered iterations
ogbn-products,False,no-split,5000,173,39.9316,0.0692,199312,0.0010666666666666665,1.3842768553710742e-05,4831,12,11,2.212121212121212,4,2,1,1,3,0.3429752066115702,0.8181818181818182,0.5244357585906982,50 ordered iterations
ogbn-products,False,no-split,5000,186,40.2822,0.0744,201039,0.0015999999999999999,1.4882976595319064e-05,4818,6,7,1.6,3,2,1,1,2,0.07142857142857145,0.5714285714285714,0.48351573944091797,50 ordered iterations
ogbn-products,False,no-split,5000,158,40.9324,0.0632,204346,0.0013666666666666664,1.2642528505701141e-05,4846,12,12,2.1818181818181817,4,2,1,1,3,0.32986111111111116,0.75,13.996662378311157,50 ordered iterations
ogbn-products,False,no-split,5000,178,39.4198,0.0712,196743,0.0021,1.4242848569713943e-05,4826,9,8,2.111111111111111,4,2,1,1,3,0.2890625,0.75,0.4757726192474365,50 ordered iterations
ogbn-products,False,no-split,5000,181,39.8642,0.0724,198959,0.00126,1.4482896579315864e-05,4824,6,8,1.4666666666666666,2,1,1,1,2,0.1171875,0.625,0.47412538528442383,50 ordered iterations
ogbn-products,False,no-split,5000,147,38.5998,0.0588,192705,0.0028666666666666667,1.1762352470494098e-05,4858,5,4,1.8,3,2,1,1,2,0.21875,0.75,0.46249938011169434,50 ordered iterations
ogbn-products,False,no-split,5000,157,38.9046,0.0628,194209,0.0012666666666666666,1.25625125025005e-05,4846,10,9,1.8,2,1,1,1,1,0.0,1.0,0.47956061363220215,50 ordered iterations
ogbn-products,False,no-split,5000,149,38.2206,0.0596,190805,0.0006,1.192238447689538e-05,4852,4,3,1.5,2,1,1,1,1,0.0,1.0,0.4487128257751465,50 ordered iterations
ogbn-products,False,no-split,5000,188,40.9306,0.0752,204277,0.0004666666666666666,1.5043008601720344e-05,4814,18,18,2.5947712418300655,5,3,1,1,3,0.3966049382716049,0.8333333333333334,0.5597238540649414,50 ordered iterations
ogbn-products,False,no-split,7500,7914,172.89346666666665,2.1104,1280873,0.15454396765382858,0.0002814241898919856,2259,4325,6812,13.363403720596963,36,20,1,1,52,0.9208374831779366,0.9543452730475631,3722.5664422512054,25 ordered iterations
ogbn-products,False,no-split,7500,7796,170.1252,2.0789333333333335,1260347,0.15676633976948418,0.00027722807485442504,2315,4257,6658,13.490478199551028,37,20,1,1,59,0.9257454674555445,0.9558425953739862,3647.5519528388977,25 ordered iterations
ogbn-products,False,no-split,7500,3262,107.4728,0.8698666666666667,799522,0.061368127912955456,0.00011599768858069966,4629,118,138,9.126756482688686,24,12,1,1,10,0.8212297836588953,0.9347826086956522,3.6126041412353516,25 ordered iterations
ogbn-products,False,no-split,7500,344,38.48133333333333,0.09173333333333333,287922,0.0021333333333333334,1.2232742143396897e-05,7162,5,4,1.6,2,1,1,1,1,0.0,1.0,0.6212468147277832,25 ordered iterations
ogbn-products,False,no-split,7500,338,39.54213333333333,0.09013333333333333,295890,0.0020467836257309943,1.2019380361826021e-05,7169,23,25,2.205533596837945,5,3,1,1,4,0.3064,0.76,0.775846004486084,25 ordered iterations
ogbn-products,False,no-split,7500,346,38.111333333333334,0.09226666666666666,285143,0.0015111111111111113,1.2303862737253856e-05,7158,7,6,2.0952380952380953,4,2,1,1,3,0.29166666666666663,0.6666666666666666,0.6299107074737549,25 ordered iterations
ogbn-products,False,no-split,7500,368,38.74293333333333,0.09813333333333334,289836,0.002191111111111111,1.3086189269680401e-05,7138,8,7,2.2142857142857144,4,2,1,1,2,0.3163265306122449,0.8571428571428571,0.659127950668335,25 ordered iterations
ogbn-products,False,no-split,7500,336,38.67373333333333,0.0896,289381,0.0015158730158730156,1.1948259767969062e-05,7170,10,10,1.9333333333333333,3,2,1,1,3,0.21500000000000002,0.7,0.6654138565063477,25 ordered iterations
ogbn-products,False,no-split,7500,361,39.068533333333335,0.09626666666666667,292292,0.0031333333333333335,1.2837267191181047e-05,7148,7,6,1.7142857142857142,2,1,1,1,1,0.0,1.0,0.648902416229248,25 ordered iterations
ogbn-products,False,no-split,7500,362,38.39373333333333,0.09653333333333333,287229,0.0015244444444444444,1.2872827488109526e-05,7146,12,11,2.6666666666666665,5,3,1,1,4,0.42148760330578516,0.7272727272727273,0.6778233051300049,25 ordered iterations
ogbn-products,False,no-split,7500,352,37.7424,0.09386666666666667,282364,0.002288888888888889,1.2517224518824733e-05,7157,9,8,1.7777777777777777,2,1,1,1,1,0.0,1.0,0.6560721397399902,25 ordered iterations
ogbn-products,False,no-split,7500,352,37.87453333333333,0.09386666666666667,283355,0.0020444444444444442,1.2517224518824733e-05,7154,7,6,2.6666666666666665,6,3,1,1,3,0.3194444444444444,0.6666666666666666,14.126838684082031,25 ordered iterations
ogbn-products,False,no-split,7500,330,39.1056,0.088,292632,0.001191111111111111,1.1734897986398187e-05,7174,8,8,2.0357142857142856,4,2,1,1,3,0.2578125,0.625,0.6862962245941162,25 ordered iterations
ogbn-products,False,no-split,7500,314,37.63173333333334,0.08373333333333334,281610,0.003041904761904762,1.1165933235542517e-05,7197,10,10,2.0444444444444443,3,2,1,1,3,0.29500000000000004,0.7,0.6682381629943848,25 ordered iterations
ogbn-products,False,no-split,7500,333,37.242666666666665,0.0888,278654,0.001271111111111111,1.1841578877183624e-05,7171,20,19,2.5052631578947366,4,2,1,1,4,0.46260387811634346,0.8421052631578947,0.7063045501708984,25 ordered iterations
ogbn-products,False,no-split,7500,401,39.6776,0.10693333333333334,296780,0.002420606060606061,1.425967906832022e-05,7112,18,20,2.4313725490196076,5,3,1,1,3,0.42000000000000004,0.8,0.8047854900360107,25 ordered iterations
ogbn-products,False,no-split,7500,352,38.18293333333333,0.09386666666666667,285668,0.002311111111111111,1.2517224518824733e-05,7157,7,6,1.9047619047619047,3,2,1,1,2,0.2083333333333333,0.8333333333333334,0.6677646636962891,25 ordered iterations
ogbn-products,False,no-split,7500,335,38.55826666666667,0.08933333333333333,288517,0.0022222222222222222,1.1912699471040583e-05,7171,10,9,2.8222222222222224,5,3,1,1,3,0.4259259259259259,0.7777777777777778,0.6936585903167725,25 ordered iterations
ogbn-products,False,no-split,7500,359,38.785066666666665,0.09573333333333334,290170,0.0019051851851851853,1.2766146597324088e-05,7150,19,22,2.526315789473684,4,2,1,1,4,0.4121900826446281,0.6818181818181818,0.7776110172271729,25 ordered iterations
ogbn-products,False,no-split,7500,359,39.726533333333336,0.09573333333333334,297231,0.001822222222222222,1.2766146597324088e-05,7146,17,16,3.176470588235294,7,4,1,1,4,0.517578125,0.8125,0.7757723331451416,25 ordered iterations
ogbn-products,False,no-split,7500,381,40.45973333333333,0.1016,302686,0.0034577777777777775,1.3548473129750633e-05,7133,10,9,2.6222222222222222,5,3,1,1,3,0.4259259259259259,0.7777777777777778,0.7431912422180176,25 ordered iterations
ogbn-products,False,no-split,7500,369,39.4824,0.0984,295380,0.0012,1.312174956660888e-05,7134,11,10,2.2545454545454544,4,2,1,1,4,0.33000000000000007,0.7,14.239028692245483,25 ordered iterations
ogbn-products,False,no-split,7500,338,38.19906666666667,0.09013333333333333,285817,0.0031022222222222224,1.2019380361826021e-05,7174,13,16,2.948717948717949,7,4,1,1,3,0.400390625,0.75,0.7135426998138428,25 ordered iterations
ogbn-products,False,no-split,7500,368,39.0052,0.09813333333333334,291803,0.0017333333333333335,1.3086189269680401e-05,7139,15,14,3.0476190476190474,5,3,1,1,3,0.4668367346938776,0.8571428571428571,0.7489879131317139,25 ordered iterations
ogbn-products,False,no-split,7500,355,39.012933333333336,0.09466666666666666,291887,0.001422222222222222,1.262390540961017e-05,7150,13,12,1.8461538461538463,2,1,1,1,1,0.0,1.0,0.7352118492126465,25 ordered iterations
ogbn-products,False,no-split,7500,327,38.424533333333336,0.0872,287530,0.003066666666666667,1.1628217095612748e-05,7184,8,7,2.0357142857142856,3,2,1,1,2,0.3163265306122449,0.8571428571428571,0.6986114978790283,25 ordered iterations
ogbn-products,False,no-split,10000,975,49.5601,0.195,493651,0.004874761904761905,1.95019501950195e-05,9051,28,28,2.433862433862434,5,3,1,1,6,0.3431122448979592,0.7857142857142857,1.383101224899292,20 random iterations
ogbn-products,False,no-split,10000,1110,50.9647,0.222,507427,0.00760623973727422,2.2202220222022203e-05,8943,48,57,3.00177304964539,8,4,1,1,8,0.48753462603878117,0.7368421052631579,1.6450574398040771,20 random iterations
ogbn-products,False,no-split,10000,1047,49.9863,0.2094,497769,0.009079514695830487,2.0942094209420942e-05,9004,35,40,3.0504201680672267,7,4,1,1,6,0.495,0.725,14.62237811088562,20 random iterations
ogbn-products,False,no-split,10000,1086,52.4073,0.2172,521901,0.006893609379235567,2.172217221722172e-05,8953,55,58,3.1932659932659933,7,4,1,1,11,0.5478596908442331,0.7931034482758621,1.9451391696929932,20 random iterations
ogbn-products,False,no-split,10000,1019,50.2099,0.2038,500061,0.008897142857142857,2.0382038203820382e-05,9036,18,19,3.2483660130718954,6,3,1,1,3,0.5415512465373961,0.8947368421052632,1.246384620666504,20 random iterations
ogbn-products,False,no-split,10000,1014,50.4732,0.2028,502704,0.007939939309056955,2.028202820282028e-05,9029,26,26,2.3815384615384616,4,2,1,1,5,0.3994082840236687,0.8076923076923077,1.34629487991333,20 random iterations
ogbn-products,False,no-split,10000,1002,48.8142,0.2004,486138,0.007189437229437232,2.0042004200420043e-05,9033,17,17,2.3823529411764706,4,2,1,1,6,0.3633217993079585,0.6470588235294118,1.2027137279510498,20 random iterations
ogbn-products,False,no-split,10000,1095,50.6491,0.219,504301,0.007867592407592406,2.19021902190219e-05,8949,25,26,2.7533333333333334,5,3,1,1,6,0.48372781065088755,0.7692307692307693,1.3310444355010986,20 random iterations
ogbn-products,False,no-split,10000,997,50.2952,0.1994,500958,0.009021825396825394,1.994199419941994e-05,9049,19,19,2.4502923976608186,4,2,1,1,5,0.41828254847645424,0.7368421052631579,1.2918083667755127,20 random iterations
ogbn-products,False,no-split,10000,1074,50.2594,0.2148,500446,0.010010586080586083,2.148214821482148e-05,8982,23,26,2.691699604743083,6,3,1,1,5,0.4245562130177515,0.6923076923076923,14.500592947006226,20 random iterations
ogbn-products,False,no-split,10000,1050,51.4201,0.21,512101,0.007037698412698413,2.1002100210021003e-05,8990,28,27,3.6164021164021163,7,4,1,1,3,0.4629629629629629,0.9259259259259259,1.3748900890350342,20 random iterations
ogbn-products,False,no-split,10000,1056,50.6728,0.2112,504616,0.009374278499278499,2.112211221122112e-05,9006,27,27,3.6695156695156697,8,4,1,1,5,0.5617283950617283,0.8148148148148148,1.3238556385040283,20 random iterations
ogbn-products,False,no-split,10000,976,50.491,0.1952,502958,0.007694145021645024,1.952195219521952e-05,9070,19,19,2.0526315789473686,3,2,1,1,2,0.22714681440443205,0.8947368421052632,1.294111728668213,20 random iterations
ogbn-products,False,no-split,10000,1098,52.3965,0.2196,521769,0.009954913419913421,2.1962196219621962e-05,8954,21,21,3.376190476190476,8,4,1,1,4,0.5839002267573695,0.8571428571428571,1.3458027839660645,20 random iterations
ogbn-products,False,no-split,10000,1068,51.8191,0.2136,516055,0.009291200858174543,2.1362136213621362e-05,8994,42,45,2.126596980255517,5,3,1,1,6,0.23160493827160497,0.8,1.7554059028625488,20 random iterations
ogbn-products,False,no-split,10000,1028,49.8634,0.2056,496578,0.009176666666666665,2.0562056205620562e-05,9015,13,16,2.3205128205128207,5,3,1,1,3,0.376953125,0.75,1.2104849815368652,20 random iterations
ogbn-products,False,no-split,10000,1098,51.4159,0.2196,511963,0.008052009493774201,2.1962196219621962e-05,8959,27,31,3.128205128205128,7,4,1,1,5,0.4963579604578564,0.7741935483870968,1.3720111846923828,20 random iterations
ogbn-products,False,no-split,10000,1075,52.0971,0.215,518821,0.005670238095238098,2.15021502150215e-05,8970,47,53,4.172987974098057,11,6,1,1,8,0.5954076183695264,0.8113207547169812,14.775923728942871,20 random iterations
ogbn-products,False,no-split,10000,937,48.3079,0.1874,481205,0.0064822222222222226,1.874187418741874e-05,9090,20,19,2.7526315789473683,6,3,1,1,6,0.46675900277008303,0.7368421052631579,1.2658052444458008,20 random iterations
ogbn-products,False,no-split,10000,1128,52.3094,0.2256,520838,0.008534451659451662,2.2562256225622562e-05,8924,49,53,4.592687074829932,10,5,1,1,7,0.668565325738697,0.8301886792452831,1.7836740016937256,20 random iterations
ogbn-products,False,no-split,5000,297,53.8208,0.1188,268510,0.004351345029239766,2.3764752950590117e-05,4716,35,38,3.1563025210084033,7,4,1,1,6,0.5058864265927978,0.7631578947368421,1.1297516822814941,20 random iterations
ogbn-products,False,no-split,5000,247,50.7638,0.0988,253325,0.0,1.976395279055811e-05,4754,10,9,2.066666666666667,3,2,1,1,2,0.2901234567901234,0.8888888888888888,0.6319034099578857,20 random iterations
ogbn-products,False,no-split,5000,273,50.7214,0.1092,253061,0.002333333333333333,2.1844368873774756e-05,4732,8,7,2.5357142857142856,5,3,1,1,2,0.35714285714285715,0.8571428571428571,0.603104829788208,20 random iterations
ogbn-products,False,no-split,5000,278,52.8046,0.1112,263467,0.0022199999999999998,2.2244448889777955e-05,4727,7,7,1.8571428571428572,3,2,1,1,2,0.1938775510204082,0.8571428571428571,0.6320064067840576,20 random iterations
ogbn-products,False,no-split,5000,250,49.8052,0.1,248526,0.0035333333333333328,2.000400080016003e-05,4757,9,8,2.2777777777777777,4,2,1,1,2,0.3671875,0.875,14.063056468963623,20 random iterations
ogbn-products,False,no-split,5000,227,50.1498,0.0908,250295,0.0018,1.816363272654531e-05,4778,6,5,1.6666666666666667,2,1,1,1,1,0.0,1.0,0.5875875949859619,20 random iterations
ogbn-products,False,no-split,5000,206,48.981,0.0824,244493,0.0023333333333333335,1.6483296659331867e-05,4799,7,6,2.0952380952380953,4,2,1,1,3,0.29166666666666663,0.6666666666666666,0.6053228378295898,20 random iterations
ogbn-products,False,no-split,5000,247,49.0904,0.0988,244958,0.0,1.976395279055811e-05,4753,8,7,1.9285714285714286,3,2,1,1,2,0.1938775510204082,0.8571428571428571,0.5817501544952393,20 random iterations
ogbn-products,False,no-split,5000,259,51.4052,0.1036,256508,0.0035333333333333336,2.0724144828965793e-05,4749,5,4,2.0,4,2,1,1,2,0.21875,0.75,0.600318193435669,20 random iterations
ogbn-products,False,no-split,5000,229,48.3076,0.0916,241080,0.0031666666666666666,1.8323664732946588e-05,4777,9,8,2.111111111111111,4,2,1,1,3,0.2890625,0.75,0.593907356262207,20 random iterations
ogbn-products,False,no-split,5000,268,51.0736,0.1072,254832,0.0027333333333333333,2.1444288857771554e-05,4737,6,5,1.6666666666666667,2,1,1,1,1,0.0,1.0,0.6163082122802734,20 random iterations
ogbn-products,False,no-split,5000,270,49.516,0.108,247040,0.0024866666666666665,2.1604320864172836e-05,4736,8,7,1.9285714285714286,3,2,1,1,2,0.1938775510204082,0.8571428571428571,0.5954093933105469,20 random iterations
ogbn-products,False,no-split,5000,250,50.7594,0.1,253297,0.003566666666666667,2.000400080016003e-05,4757,7,6,1.9047619047619047,3,2,1,1,2,0.2083333333333333,0.8333333333333334,0.5978720188140869,20 random iterations
ogbn-products,False,no-split,5000,286,50.3506,0.1144,251181,0.003235238095238096,2.2884576915383077e-05,4723,9,8,2.0555555555555554,3,2,1,1,2,0.3046875,0.875,0.6189968585968018,20 random iterations
ogbn-products,False,no-split,5000,227,48.9002,0.0908,244047,0.0013333333333333333,1.816363272654531e-05,4776,6,6,1.8,3,2,1,1,2,0.2083333333333333,0.8333333333333334,0.5832147598266602,20 random iterations
ogbn-products,False,no-split,5000,270,50.17,0.108,250310,0.002853333333333333,2.1604320864172836e-05,4737,7,6,2.0952380952380953,4,2,1,1,3,0.29166666666666663,0.6666666666666666,0.5973098278045654,20 random iterations
ogbn-products,False,no-split,5000,251,47.7722,0.1004,238359,0.0036,2.0084016803360674e-05,4758,5,5,1.8,3,2,1,1,2,0.30000000000000004,0.8,0.5718607902526855,20 random iterations
ogbn-products,False,no-split,5000,256,50.9578,0.1024,254277,0.0018399999999999998,2.0484096819363872e-05,4750,9,10,2.5,5,3,1,1,2,0.355,0.9,0.613776445388794,20 random iterations
ogbn-products,False,no-split,5000,265,50.6182,0.106,252561,0.0029333333333333334,2.1204240848169634e-05,4741,5,5,1.6,3,2,1,1,2,0.08000000000000004,0.6,0.5879178047180176,20 random iterations
ogbn-products,False,no-split,5000,249,47.9788,0.0996,239396,0.0010666666666666665,1.9923984796959392e-05,4755,7,6,2.1904761904761907,4,2,1,1,2,0.3194444444444445,0.8333333333333334,14.048948526382446,20 random iterations
ogbn-products,False,no-split,25000,6491,50.57548,0.51928,1251405,0.029673981359245455,2.077203088123525e-05,19240,811,976,14.424396035986664,40,20,1,1,29,0.910735206429723,0.9672131147540983,109.98827457427979,10 random iterations
ogbn-products,False,no-split,25000,6342,49.72336,0.50736,1230400,0.030507717240453158,2.029521180847234e-05,19356,594,680,16.89715025465447,45,23,1,1,22,0.9048540224913494,0.9647058823529412,46.913978815078735,10 random iterations
ogbn-products,False,no-split,25000,6470,50.29872,0.5176,1244528,0.02871626191211961,2.0704828193127725e-05,19166,930,1089,21.592763637626305,50,25,1,1,31,0.9319916756681094,0.9687786960514233,123.61279678344727,10 random iterations
ogbn-products,False,no-split,25000,6385,50.1094,0.5108,1239965,0.029232033918304232,2.0432817312692507e-05,19333,371,455,9.209382967873534,27,14,1,1,19,0.8369496437628308,0.9186813186813186,20.981139659881592,10 random iterations
ogbn-products,False,no-split,25000,6588,51.26976,0.52704,1268568,0.02907857046566052,2.108244329773191e-05,19101,365,414,11.303838627126298,34,17,1,1,20,0.8859658335083667,0.9492753623188406,31.63070774078369,10 random iterations
ogbn-products,False,no-split,25000,6420,49.95252,0.5136,1235973,0.029901518577177662,2.0544821792871713e-05,19263,823,980,19.056590776726296,55,28,1,1,28,0.9083829654310707,0.963265306122449,100.84153604507446,10 random iterations
ogbn-products,False,no-split,25000,6317,50.02664,0.50536,1238032,0.029364778707745925,2.0215208608344332e-05,19369,572,675,10.799027592372601,32,16,1,1,23,0.8673525377229082,0.9496296296296296,47.745731830596924,10 random iterations
ogbn-products,False,no-split,25000,6629,50.57664,0.53032,1251158,0.03232164275717853,2.1213648545941836e-05,19147,649,779,13.888789020144952,35,18,1,1,24,0.9103875644526325,0.9640564826700898,74.56546711921692,10 random iterations
ogbn-products,False,no-split,25000,6337,49.72672,0.50696,1230494,0.028648646681532122,2.027921116844674e-05,19359,388,474,9.027518047896853,21,12,1,1,16,0.8585652228097347,0.9556962025316456,22.171992778778076,10 random iterations
ogbn-products,False,no-split,25000,6635,50.74792,0.5308,1255428,0.03241416617062963,2.123284931397256e-05,19125,334,414,10.315800830770891,25,13,1,1,19,0.8754288314779809,0.9420289855072463,16.219269037246704,10 random iterations
ogbn-products,False,no-split,1000,9,51.627,0.018,51609,0.0,1.801801801801802e-05,991,2,1,1.0,1,1,1,1,1,0.0,1.0,0.10611963272094727,20 random iterations
ogbn-products,False,no-split,1000,12,50.429,0.024,50405,0.0,2.4024024024024024e-05,988,3,2,1.3333333333333333,2,1,1,1,1,0.0,1.0,0.10735321044921875,20 random iterations
ogbn-products,False,no-split,1000,13,50.668,0.026,50642,0.0,2.6026026026026025e-05,987,2,1,1.0,1,1,1,1,1,0.0,1.0,0.10305500030517578,20 random iterations
ogbn-products,False,no-split,1000,14,50.094,0.028,50066,0.0,2.802802802802803e-05,986,2,1,1.0,1,1,1,1,1,0.0,1.0,0.10249137878417969,20 random iterations
ogbn-products,False,no-split,1000,9,47.778,0.018,47760,0.0,1.801801801801802e-05,991,3,2,1.3333333333333333,2,1,1,1,1,0.0,1.0,0.09982419013977051,20 random iterations
ogbn-products,False,no-split,1000,11,52.249,0.022,52227,0.0,2.2022022022022024e-05,989,2,1,1.0,1,1,1,1,1,0.0,1.0,0.10597753524780273,20 random iterations
ogbn-products,False,no-split,1000,10,45.372,0.02,45352,0.0,2.002002002002002e-05,990,2,1,1.0,1,1,1,1,1,0.0,1.0,0.09250712394714355,20 random iterations
ogbn-products,False,no-split,1000,8,50.881,0.016,50865,0.0,1.6016016016016015e-05,992,2,1,1.0,1,1,1,1,1,0.0,1.0,0.10432863235473633,20 random iterations
ogbn-products,False,no-split,1000,10,52.155,0.02,52135,0.0,2.002002002002002e-05,990,2,1,1.0,1,1,1,1,1,0.0,1.0,0.10866665840148926,20 random iterations
ogbn-products,False,no-split,1000,6,47.244,0.012,47232,0.0,1.2012012012012012e-05,994,2,1,1.0,1,1,1,1,1,0.0,1.0,0.0981447696685791,20 random iterations
ogbn-products,False,no-split,1000,9,53.211,0.018,53193,0.0,1.801801801801802e-05,991,3,2,1.3333333333333333,2,1,1,1,1,0.0,1.0,0.11495089530944824,20 random iterations
ogbn-products,False,no-split,1000,6,48.492,0.012,48480,0.0,1.2012012012012012e-05,994,2,1,1.0,1,1,1,1,1,0.0,1.0,0.0979158878326416,20 random iterations
ogbn-products,False,no-split,1000,8,48.65,0.016,48634,0.0,1.6016016016016015e-05,992,2,1,1.0,1,1,1,1,1,0.0,1.0,0.09895610809326172,20 random iterations
ogbn-products,False,no-split,1000,11,50.928,0.022,50906,0.0,2.2022022022022024e-05,989,3,2,1.3333333333333333,2,1,1,1,1,0.0,1.0,0.10639333724975586,20 random iterations
ogbn-products,False,no-split,1000,7,47.68,0.014,47666,0.0,1.4014014014014014e-05,993,2,1,1.0,1,1,1,1,1,0.0,1.0,0.09863495826721191,20 random iterations
ogbn-products,False,no-split,1000,10,51.559,0.02,51539,0.0,2.002002002002002e-05,990,3,2,1.3333333333333333,2,1,1,1,1,0.0,1.0,0.10879087448120117,20 random iterations
ogbn-products,False,no-split,1000,4,52.514,0.008,52506,0.0,8.008008008008007e-06,996,2,1,1.0,1,1,1,1,1,0.0,1.0,0.11023569107055664,20 random iterations
ogbn-products,False,no-split,1000,12,50.726,0.024,50702,0.0,2.4024024024024024e-05,988,3,2,1.3333333333333333,2,1,1,1,1,0.0,1.0,0.10465407371520996,20 random iterations
ogbn-products,False,no-split,1000,12,49.567,0.024,49543,0.003,2.4024024024024024e-05,989,3,3,1.0,1,1,2,2,1,0.0,1.0,0.10245513916015625,20 random iterations
ogbn-products,False,no-split,1000,6,46.751,0.012,46739,0.0,1.2012012012012012e-05,994,2,1,1.0,1,1,1,1,1,0.0,1.0,0.09534597396850586,20 random iterations
ogbn-products,False,no-split,7500,554,48.486266666666666,0.14773333333333333,362539,0.0031396825396825395,1.970040449837756e-05,6957,20,19,3.1842105263157894,6,3,1,1,5,0.5318559556786704,0.7894736842105263,0.9670662879943848,20 random iterations
ogbn-products,False,no-split,7500,636,51.2124,0.1696,382821,0.005302905982905984,2.261634884651287e-05,6886,19,21,2.304093567251462,4,2,1,1,4,0.38321995464852604,0.7619047619047619,1.0670802593231201,20 random iterations
ogbn-products,False,no-split,7500,603,51.590266666666665,0.1608,385721,0.007232857142857144,2.144285904787305e-05,6922,21,23,2.119047619047619,3,2,1,1,2,0.30245746691871456,0.8260869565217391,14.7399742603302,20 random iterations
ogbn-products,False,no-split,7500,604,50.108666666666664,0.16106666666666666,374607,0.006508627450980392,2.147841934480153e-05,6919,22,23,2.294372294372294,5,3,1,1,4,0.33837429111531186,0.782608695652174,1.1416540145874023,20 random iterations
ogbn-products,False,no-split,7500,589,51.11533333333333,0.15706666666666666,382187,0.0051795670995671,2.0945014890874338e-05,6933,29,32,3.3669950738916254,7,4,1,1,3,0.55517578125,0.9375,1.155975580215454,20 random iterations
ogbn-products,False,no-split,7500,537,50.156666666666666,0.1432,375101,0.0031599999999999996,1.9095879450593414e-05,6977,8,9,1.9642857142857142,4,2,1,1,3,0.1790123456790123,0.5555555555555556,0.9545779228210449,20 random iterations
ogbn-products,False,no-split,7500,576,51.7324,0.1536,386841,0.005704761904761905,2.0482731030804106e-05,6954,14,19,2.4065934065934065,5,3,1,1,3,0.4362880886426592,0.7894736842105263,1.0357301235198975,20 random iterations
ogbn-products,False,no-split,7500,540,50.5272,0.144,377874,0.004999999999999999,1.920256034137885e-05,6982,15,14,2.6666666666666665,5,3,1,1,4,0.44387755102040827,0.7857142857142857,0.9573378562927246,20 random iterations
ogbn-products,False,no-split,7500,561,50.1672,0.1496,375132,0.003951111111111112,1.994932657687692e-05,6955,15,14,1.8666666666666667,2,1,1,1,1,1.1102230246251565e-16,1.0,0.9962775707244873,20 random iterations
ogbn-products,False,no-split,7500,542,49.6992,0.14453333333333335,371660,0.003896218323586744,1.927368093523581e-05,6974,29,30,2.642857142857143,6,3,1,1,5,0.4111111111111111,0.8333333333333334,1.1474940776824951,20 random iterations
ogbn-products,False,no-split,7500,559,50.78653333333333,0.14906666666666665,379781,0.0036340415140415135,1.987820598301996e-05,6956,15,16,1.8476190476190477,2,1,1,1,2,0.154296875,0.8125,0.9935328960418701,20 random iterations
ogbn-products,False,no-split,7500,520,49.00973333333334,0.13866666666666666,366533,0.002457777777777778,1.8491354402809264e-05,6991,13,12,1.9743589743589745,3,2,1,1,2,0.13541666666666669,0.9166666666666666,0.9683465957641602,20 random iterations
ogbn-products,False,no-split,7500,621,51.69866666666667,0.1656,386498,0.006697868958738525,2.208294439258568e-05,6906,39,47,2.8893387314439947,7,4,1,1,7,0.45382526029877773,0.7021276595744681,14.8246328830719,20 random iterations
ogbn-products,False,no-split,7500,559,49.27106666666667,0.14906666666666665,368415,0.004984126984126985,1.987820598301996e-05,6958,10,12,2.4444444444444446,5,3,1,1,2,0.41319444444444453,0.9166666666666666,0.9187519550323486,20 random iterations
