Dataset name,Directed,First split,Num nodes,Num edges,Real average degree,Average degree,Edge cut,Average clustering,Density,Transitivity,Num CC,BCC num nodes,BCC num edges,BCC average path length,BCC diameter,BCC radius,BCC node connectivity,BCC edge connectivity,BCC num greedy modularity communities,Modularity greedy modularity communities,Coverage greedy modularity communities,Max clique,Execution time,Type split
Cora,True,no-split,270,100,7.518518518518518,0.7407407407407407,1830,0.022222222222222223,0.0013768415255404102,0.2608695652173913,222,4,6,1.5,2,1,1,1,4,-0.33333333333333337,0.0,2,0.016387462615966797,10 ordered iterations
Cora,True,no-split,270,100,7.207407407407407,0.7407407407407407,1746,0.008641975308641974,0.0013768415255404102,0.0967741935483871,221,12,22,3.090909090909091,6,3,1,1,4,0.4545454545454546,0.7272727272727273,2,0.07352542877197266,10 ordered iterations
Cora,True,no-split,270,134,7.614814814814815,0.9925925925925926,1788,0.037037037037037035,0.0018449676442241498,0.2553191489361702,207,11,20,2.4727272727272727,5,3,1,1,4,0.405,0.7,2,0.020476341247558594,10 ordered iterations
Cora,True,no-split,270,148,8.866666666666667,1.0962962962962963,2098,0.013607480029048657,0.0020377254577998074,0.03592814371257485,198,19,38,1.976608187134503,3,2,1,1,14,-0.04709141274238231,0.2631578947368421,3,0.030775785446166992,10 ordered iterations
Cora,True,no-split,270,248,9.214814814814815,1.837037037037037,1992,0.036462916110291184,0.0034145669833402174,0.021994134897360705,153,50,106,2.840816326530612,6,3,1,1,9,0.4302242791028835,0.7924528301886793,3,0.07163238525390625,10 ordered iterations
Cora,True,no-split,270,314,9.325925925925926,2.325925925925926,1890,0.0777543551456595,0.004323282390196888,0.07894736842105263,129,65,144,5.480769230769231,14,7,1,1,10,0.6855709876543211,0.8472222222222222,3,0.10175895690917969,10 ordered iterations
Cora,True,no-split,270,206,7.007407407407407,1.525925925925926,1480,0.04679012345679012,0.0028362935426132453,0.21,175,11,22,2.3454545454545452,5,3,1,1,4,0.3429752066115702,0.6363636363636364,2,0.021399736404418945,10 ordered iterations
Cora,True,no-split,270,124,4.807407407407408,0.9185185185185185,1050,0.008024691358024692,0.0017072834916701087,0.10714285714285714,209,8,14,2.2857142857142856,4,2,1,1,4,0.30612244897959184,0.5714285714285714,2,0.016626358032226562,10 ordered iterations
Cora,True,no-split,270,104,7.385185185185185,0.7703703703703704,1786,0.023333333333333334,0.0014319151865620266,0.23684210526315788,221,7,16,1.619047619047619,2,1,1,1,3,0.125,0.5,3,0.018427610397338867,10 random2 iterations
Cora,True,no-split,270,110,8.385185185185184,0.8148148148148148,2044,0.0345679012345679,0.0015145256780944513,0.16666666666666666,219,14,26,2.3736263736263736,4,2,1,1,8,0.1301775147928994,0.46153846153846156,2,0.02292180061340332,10 random2 iterations
Cora,True,no-split,270,122,9.148148148148149,0.9037037037037037,2226,0.011111111111111112,0.0016797466611593005,0.02631578947368421,210,32,62,3.8971774193548385,9,5,1,1,7,0.6134235171696149,0.8064516129032258,2,0.044692039489746094,10 random2 iterations
Cora,True,no-split,270,82,6.925925925925926,0.6074074074074074,1706,0.0,0.0011290100509431364,0,229,4,6,1.6666666666666667,3,2,1,1,2,0.16666666666666663,0.6666666666666666,2,0.06852030754089355,10 random2 iterations
Cora,True,no-split,270,80,7.022222222222222,0.5925925925925926,1736,0.0,0.0011014732204323282,0,230,7,12,2.380952380952381,5,3,1,1,4,0.23611111111111105,0.5,2,0.017297744750976562,10 random2 iterations
Cora,True,no-split,270,108,7.503703703703704,0.8,1810,0.006172839506172839,0.001486988847583643,0.1111111111111111,217,5,8,1.8,3,2,1,1,3,0.09375,0.5,2,0.01719212532043457,10 random2 iterations
Cora,True,no-split,270,110,7.192592592592592,0.8148148148148148,1722,0.008641975308641976,0.0015145256780944513,0.08571428571428572,216,12,22,3.0,6,3,1,1,6,0.3677685950413223,0.5454545454545454,2,0.02131032943725586,10 random2 iterations
Cora,True,no-split,270,94,7.807407407407408,0.6962962962962963,1920,0.022222222222222223,0.0012942310340079857,0.21428571428571427,225,5,8,1.6,2,1,1,1,5,-0.3125,0.0,2,0.01740264892578125,10 random2 iterations
Cora,True,no-split,270,130,8.948148148148148,0.9629629629629629,2156,0.02980599647266314,0.0017898939832025334,0.16216216216216217,209,19,40,3.3625730994152048,7,4,1,1,5,0.53,0.75,3,0.02913975715637207,10 random2 iterations
Cora,True,no-split,270,88,7.666666666666667,0.6518518518518519,1894,0.00802469135802469,0.001211620542475561,0.17647058823529413,229,8,14,2.357142857142857,4,2,1,1,3,0.31632653061224486,0.7142857142857143,2,0.01776909828186035,10 random2 iterations
Cora,True,no-split,135,36,9.170370370370371,0.5333333333333333,1166,0.024691358024691357,0.001990049751243781,0.46153846153846156,119,4,10,1.1666666666666667,2,1,2,2,4,-0.26,0.0,3,0.009019613265991211,20 ordered iterations
Cora,True,no-split,135,40,7.0962962962962965,0.5925925925925926,878,0.03827160493827161,0.002211166390270868,0.42857142857142855,117,5,10,1.5,2,1,1,1,3,-0.019999999999999983,0.4,3,0.008843421936035156,20 ordered iterations
Cora,True,no-split,135,36,8.059259259259258,0.5333333333333333,1016,0.018765432098765435,0.001990049751243781,0.3157894736842105,119,7,16,1.7142857142857142,3,2,1,1,4,0.0546875,0.375,3,0.010526657104492188,20 ordered iterations
Cora,True,no-split,135,42,8.503703703703703,0.6222222222222222,1064,0.0,0.002321724709784411,0,114,6,10,1.8666666666666667,3,2,1,1,4,0.04000000000000002,0.4,2,0.009540796279907227,20 ordered iterations
Cora,True,no-split,135,20,7.303703703703704,0.2962962962962963,946,0.0,0.001105583195135434,0,125,3,4,1.3333333333333333,2,1,1,1,3,-0.375,0.0,2,0.00769495964050293,20 ordered iterations
Cora,True,no-split,135,36,7.792592592592593,0.5333333333333333,980,0.044444444444444446,0.001990049751243781,0.6,119,4,6,1.6666666666666667,3,2,1,1,2,0.16666666666666663,0.6666666666666666,2,0.008352518081665039,20 ordered iterations
Cora,True,no-split,135,22,6.488888888888889,0.32592592592592595,832,0.0,0.0012161415146489773,0,124,3,4,1.3333333333333333,2,1,1,1,3,-0.375,0.0,2,0.007386922836303711,20 ordered iterations
Cora,True,no-split,135,30,7.911111111111111,0.4444444444444444,1008,0.0,0.001658374792703151,0,120,4,6,1.5,2,1,1,1,4,-0.33333333333333337,0.0,2,0.060922861099243164,20 ordered iterations
Cora,True,no-split,135,40,7.777777777777778,0.5925925925925926,970,0.0,0.002211166390270868,0,115,5,8,1.8,3,2,1,1,3,0.09375,0.5,2,0.008838415145874023,20 ordered iterations
Cora,True,no-split,135,40,7.4222222222222225,0.5925925925925926,922,0.044444444444444446,0.002211166390270868,0.5454545454545454,117,3,4,1.3333333333333333,2,1,1,1,3,-0.375,0.0,2,0.008089542388916016,20 ordered iterations
Cora,True,no-split,135,50,9.807407407407407,0.7407407407407407,1224,0.0,0.002763957987838585,0,110,9,16,1.9444444444444444,3,2,1,1,7,-0.0546875,0.25,2,0.013554811477661133,20 ordered iterations
Cora,True,no-split,135,20,7.970370370370371,0.2962962962962963,1036,0.0,0.001105583195135434,0,125,3,4,1.3333333333333333,2,1,1,1,3,-0.375,0.0,2,0.00792074203491211,20 ordered iterations
Cora,True,no-split,135,60,9.822222222222223,0.8888888888888888,1206,0.0,0.003316749585406302,0,105,7,12,2.1904761904761907,4,2,1,1,3,0.3194444444444444,0.6666666666666666,2,0.010248899459838867,20 ordered iterations
Cora,True,no-split,135,88,8.622222222222222,1.3037037037037038,988,0.037091503267973856,0.004864566058595909,0.038461538461538464,93,20,40,2.0736842105263156,4,2,1,1,14,0.0225,0.3,3,0.01865410804748535,20 ordered iterations
Cora,True,no-split,135,154,9.837037037037037,2.2814814814814817,1020,0.06379153857414727,0.008512990602542842,0.05278592375366569,66,28,60,2.335978835978836,4,2,1,1,13,0.1900000000000001,0.5,3,0.029123544692993164,20 ordered iterations
Cora,True,no-split,135,114,8.8,1.6888888888888889,960,0.07921810699588477,0.006301824212271974,0.1875,83,21,44,3.552380952380952,9,5,1,1,7,0.49896694214876025,0.6818181818181818,3,0.02058124542236328,20 ordered iterations
Cora,True,no-split,135,108,7.525925925925926,1.6,800,0.028395061728395066,0.005970149253731343,0.1111111111111111,84,11,22,2.3454545454545452,5,3,1,1,4,0.3429752066115702,0.6363636363636364,2,0.012884855270385742,20 ordered iterations
Cora,True,no-split,135,72,6.488888888888889,1.0666666666666667,732,0.04444444444444445,0.003980099502487562,0.4090909090909091,102,5,12,1.4,2,1,1,1,4,-0.125,0.16666666666666666,3,0.009062051773071289,20 ordered iterations
Cora,True,no-split,135,50,5.614814814814815,0.7407407407407407,658,0.0,0.002763957987838585,0,110,6,10,1.8666666666666667,3,2,1,1,4,0.04000000000000002,0.4,2,0.008687496185302734,20 ordered iterations
Cora,True,no-split,135,50,4.0,0.7407407407407407,440,0.016049382716049384,0.002763957987838585,0.2727272727272727,111,5,10,1.5,2,1,1,1,3,-0.019999999999999983,0.4,3,0.008010149002075195,20 ordered iterations
Cora,True,no-split,135,28,8.074074074074074,0.4148148148148148,1034,0.015555555555555557,0.0015478164731896075,0.23076923076923078,122,7,14,1.8571428571428572,3,2,1,1,3,0.19387755102040816,0.5714285714285714,3,0.010812759399414062,20 random2 iterations
Cora,True,no-split,135,22,7.940740740740741,0.32592592592592595,1028,0.0,0.0012161415146489773,0,124,4,6,1.5,2,1,1,1,4,-0.33333333333333337,0.0,2,0.008671283721923828,20 random2 iterations
Cora,True,no-split,135,32,7.407407407407407,0.4740740740740741,936,0.0,0.0017689331122166944,0,119,4,6,1.5,2,1,1,1,4,-0.3333333333333333,0.0,2,0.008248329162597656,20 random2 iterations
Cora,True,no-split,135,20,7.985185185185185,0.2962962962962963,1038,0.0,0.001105583195135434,0,125,5,8,1.6,2,1,1,1,5,-0.3125,0.0,2,0.009003639221191406,20 random2 iterations
Cora,True,no-split,135,22,6.8,0.32592592592592595,874,0.0,0.0012161415146489773,0,124,3,4,1.3333333333333333,2,1,1,1,3,-0.375,0.0,2,0.007499217987060547,20 random2 iterations
Cora,True,no-split,135,32,10.577777777777778,0.4740740740740741,1364,0.022222222222222223,0.0017689331122166944,0.2727272727272727,120,5,8,1.6,2,1,1,1,5,-0.3125,0.0,2,0.010915517807006836,20 random2 iterations
Cora,True,no-split,135,32,7.822222222222222,0.4740740740740741,992,0.0,0.0017689331122166944,0,119,4,6,1.6666666666666667,3,2,1,1,2,0.16666666666666663,0.6666666666666666,2,0.008501291275024414,20 random2 iterations
Cora,True,no-split,135,30,8.755555555555556,0.4444444444444444,1122,0.01728395061728395,0.001658374792703151,0.5,121,4,8,1.3333333333333333,2,1,1,1,3,-0.125,0.25,3,0.06118631362915039,20 random2 iterations
Cora,True,no-split,135,20,7.4222222222222225,0.2962962962962963,962,0.0,0.001105583195135434,0,125,3,4,1.3333333333333333,2,1,1,1,3,-0.375,0.0,2,0.007586002349853516,20 random2 iterations
Cora,True,no-split,135,34,7.62962962962963,0.5037037037037037,962,0.022222222222222223,0.0018794914317302378,0.5,119,4,6,1.5,2,1,1,1,4,-0.33333333333333337,0.0,2,0.008247613906860352,20 random2 iterations
Cora,True,no-split,135,24,8.014814814814814,0.35555555555555557,1034,0.0,0.0013266998341625207,0,123,3,4,1.3333333333333333,2,1,1,1,3,-0.375,0.0,2,0.007765293121337891,20 random2 iterations
Cora,True,no-split,135,38,9.22962962962963,0.562962962962963,1170,0.0,0.0021006080707573244,0,116,6,10,1.6666666666666667,2,1,1,1,6,-0.30000000000000004,0.0,2,0.00994563102722168,20 random2 iterations
Cora,True,no-split,135,32,8.02962962962963,0.4740740740740741,1020,0.0,0.0017689331122166944,0,119,3,4,1.3333333333333333,2,1,1,1,3,-0.375,0.0,2,0.008123159408569336,20 random2 iterations
Cora,True,no-split,135,18,6.9037037037037035,0.26666666666666666,896,0.022222222222222223,0.0009950248756218905,1.0,127,3,6,1.0,1,1,2,2,3,-0.3333333333333333,0.0,3,0.0075626373291015625,20 random2 iterations
Cora,True,no-split,135,40,7.111111111111111,0.5925925925925926,880,0.022222222222222223,0.002211166390270868,0.42857142857142855,116,3,6,1.0,1,1,2,2,3,-0.3333333333333333,0.0,3,0.008138418197631836,20 random2 iterations
Cora,True,no-split,135,34,7.111111111111111,0.5037037037037037,892,0.016049382716049384,0.0018794914317302378,0.2727272727272727,119,5,10,1.5,2,1,1,1,3,-0.019999999999999983,0.4,3,0.008922100067138672,20 random2 iterations
Cora,True,no-split,135,20,7.481481481481482,0.2962962962962963,970,0.0,0.001105583195135434,0,125,4,6,1.5,2,1,1,1,4,-0.33333333333333337,0.0,2,0.008111238479614258,20 random2 iterations
Cora,True,no-split,135,24,7.437037037037037,0.35555555555555557,956,0.0,0.0013266998341625207,0,123,3,4,1.3333333333333333,2,1,1,1,3,-0.375,0.0,2,0.007761478424072266,20 random2 iterations
Cora,True,no-split,135,40,7.2,0.5925925925925926,892,0.0,0.002211166390270868,0,115,4,6,1.5,2,1,1,1,4,-0.33333333333333337,0.0,2,0.00844717025756836,20 random2 iterations
Cora,True,no-split,135,30,7.229629629629629,0.4444444444444444,916,0.0,0.001658374792703151,0,120,4,6,1.5,2,1,1,1,4,-0.33333333333333337,0.0,2,0.008076190948486328,20 random2 iterations
Cora,True,no-split,2708,10556,7.796159527326441,7.796159527326441,0,0.24067329850193728,0.0014399999126942077,0.09349725626661058,78,2485,10138,6.310998681298742,19,10,1,1,47,0.7973137792564016,0.8437561649240481,5,97.59456515312195,1 ordered iterations
